test_case,metric_type,best_0,best_1,best_2,best_3,best_4,best_5
54,Avg,3359742.975042813,3359991.3500845674,3359991.3500845674,3359991.3500845674,3359991.3500845674,3359991.3500845674
54,SA,0.963012,0.9629691195040382,0.9629691195040382,0.9629691195040382,0.9629691195040382,0.9629691195040382
55,Avg,457484.0332646426,457398.3000276107,457398.3000276107,457398.3000276107,457398.3000276107,457398.3000276107
55,SA,0.98958,0.9895286585756892,0.9895286585756892,0.9895286585756892,0.9895286585756892,0.9895286585756892
56,Avg,366500.5848721217,366445.7237821432,366445.7237821432,366445.7237821432,366445.7237821432,366445.7237821432
56,SA,0.942796,0.9427247517085102,0.9427247517085102,0.9427247517085102,0.9427247517085102,0.9427247517085102
57,Avg,-311814.7158919896,-311670.73855401843,-311670.73855401843,-311670.73855401843,-311670.73855401843,-311670.73855401843
57,SA,0.283189,0.28358988152964,0.28358988152964,0.28358988152964,0.28358988152964,0.28358988152964
58,Avg,4084067.3375943913,4083742.7883231663,4083742.7883231663,4083742.7883231663,4083742.7883231663,4083742.7883231663
58,SA,0.97359,0.9739204359987808,0.9739204359987808,0.9739204359987808,0.9739204359987808,0.9739204359987808
59,Avg,-189014.33109553944,-189017.67074192432,-189017.67074192432,-189017.67074192432,-189017.67074192432,-189017.67074192432
59,SA,0.586755,0.5861384315373723,0.5861384315373723,0.5861384315373723,0.5861384315373723,0.5861384315373723
60,Avg,485223.9844101223,485297.8319080675,485297.8319080675,485297.8319080675,485297.8319080675,485297.8319080675
60,SA,0.958897,0.9588065953938194,0.9588065953938194,0.9588065953938194,0.9588065953938194,0.9588065953938194
61,Avg,4182333.903832543,4182334.209099167,4182334.209099167,4182334.209099167,4182334.209099167,4182334.209099167
61,SA,1.0,1.0,1.0,1.0,1.0,1.0
62,Avg,-2587763.3225243124,-2587763.402923123,-2587763.402923123,-2587763.402923123,-2587763.402923123,-2587763.402923123
62,SA,0.465029,0.4650291530981207,0.4650291530981207,0.4650291530981207,0.4650291530981207,0.4650291530981207
63,Avg,-1714368.596745929,-1714368.809235075,-1714368.809235075,-1714368.809235075,-1714368.809235075,-1714368.809235075
63,SA,0.402493,0.4024930305867458,0.4024930305867458,0.4024930305867458,0.4024930305867458,0.4024930305867458
64,Avg,118965.09398240095,118965.05042034596,118965.05042034596,118965.05042034596,118965.05042034596,118965.05042034596
64,SA,0.75326,0.7532596934805899,0.7532596934805899,0.7532596934805899,0.7532596934805899,0.7532596934805899
65,Avg,1931906.977117464,1931906.7773892176,1931906.7773892176,1931906.7773892176,1931906.7773892176,1931906.7773892176
65,SA,0.732602,0.7326017608019051,0.7326017608019051,0.7326017608019051,0.7326017608019051,0.7326017608019051
66,Avg,-2196191.440241261,-2196191.820599009,-2196191.820599009,-2196191.820599009,-2196191.820599009,-2196191.820599009
66,SA,0.352468,0.3524677269656973,0.3524677269656973,0.3524677269656973,0.3524677269656973,0.3524677269656973
67,Avg,-27327.61665060766,-27327.528397043643,-27327.528397043643,-27327.528397043643,-27327.528397043643,-27327.528397043643
67,SA,0.737923,0.7379229857619471,0.7379229857619471,0.7379229857619471,0.7379229857619471,0.7379229857619471
68,Avg,33452.646227624835,33452.74546770152,33452.74546770152,33452.74546770152,33452.74546770152,33452.74546770152
68,SA,0.760588,0.7605881273245229,0.7605881273245229,0.7605881273245229,0.7605881273245229,0.7605881273245229
69,Avg,-1001073.2899130104,-1001073.1356134496,-1001073.1356134496,-1001073.1356134496,-1001073.1356134496,-1001073.1356134496
69,SA,0.431777,0.4317768173420916,0.4317768173420916,0.4317768173420916,0.4317768173420916,0.4317768173420916
